_id,type,transaction_date,amount,status,medium,description,merchant_name,category,payer_id,payee_id,raw_source_table,raw_source_id,created_at
p_5eee217318680e3cefe9a3da14ae0277,merchant,2024-03-03,-124.79,completed,balance,PetSmart,PetSmart,kids_pets,account_123,,purchase,5eee217318680e3cefe9a3da14ae0277,2025-10-25T18:50:18.624901
p_cd8667daa0fe3dcbc3aa9146900b8e7d,merchant,2024-03-03,-8.49,completed,balance,Netflix,Netflix,entertainment,account_123,,purchase,cd8667daa0fe3dcbc3aa9146900b8e7d,2025-10-25T18:50:18.624901
p_ddb0aa0b23b10e9f7b04cbda7fff7137,merchant,2024-03-03,-25.39,completed,balance,KFC,KFC,food_dining,account_123,,purchase,ddb0aa0b23b10e9f7b04cbda7fff7137,2025-10-25T18:50:18.624901
p_c7187ce9911c02b2dcdc8b3eb98dc543,merchant,2024-03-03,-5.65,completed,balance,Planet Fitness,Planet Fitness,health_fitness,account_123,,purchase,c7187ce9911c02b2dcdc8b3eb98dc543,2025-10-25T18:50:18.624901
p_27b491ac1cd880149b80af2f6cf57e29,merchant,2024-03-03,-29.73,completed,balance,Disney+,Disney+,entertainment,account_123,,purchase,27b491ac1cd880149b80af2f6cf57e29,2025-10-25T18:50:18.624901
p_d8dcdace309c73e97cf71d93116b3a4d,merchant,2024-03-04,-90.06,completed,balance,Chevron,Chevron,gas_transport,account_123,,purchase,d8dcdace309c73e97cf71d93116b3a4d,2025-10-25T18:50:18.624901
p_b7043d1080e9116485e2973cc5b91e88,merchant,2024-03-04,-35.91,completed,balance,Instacart,Instacart,grocery_net,account_123,,purchase,b7043d1080e9116485e2973cc5b91e88,2025-10-25T18:50:18.624901
p_e4d75eb5e3fa73af8392315b652db22e,merchant,2024-03-04,-82.56,completed,balance,HEB,HEB,grocery_pos,account_123,,purchase,e4d75eb5e3fa73af8392315b652db22e,2025-10-25T18:50:18.624901
p_834dd13c49e53076a8f5d4fb7d9ddbf5,merchant,2024-03-04,-65.32,completed,balance,Shell,Shell,gas_transport,account_123,,purchase,834dd13c49e53076a8f5d4fb7d9ddbf5,2025-10-25T18:50:18.624901
p_6b1056ac733660ad48738bbf92b4462d,merchant,2024-03-04,-61.96,completed,balance,Wayfair,Wayfair,home,account_123,,purchase,6b1056ac733660ad48738bbf92b4462d,2025-10-25T18:50:18.624901
p_5c60133896d5c83536ff2dacb14172a6,merchant,2024-03-04,-25.58,completed,balance,Peloton,Peloton,health_fitness,account_123,,purchase,5c60133896d5c83536ff2dacb14172a6,2025-10-25T18:50:18.624901
p_e95a659d47b4e973d92ec4bf1bc2b7ce,merchant,2024-03-04,-38.5,completed,balance,Wayfair,Wayfair,home,account_123,,purchase,e95a659d47b4e973d92ec4bf1bc2b7ce,2025-10-25T18:50:18.624901
p_2ea20876428201cbaf2f0534400cc87e,merchant,2024-03-04,-139.12,completed,balance,Zara,Zara,shopping_pos,account_123,,purchase,2ea20876428201cbaf2f0534400cc87e,2025-10-25T18:50:18.624901
p_65b56710a192db0cdd19fb5ae860aa2d,merchant,2024-03-04,-5.14,completed,balance,Target,Target,travel,account_123,,purchase,65b56710a192db0cdd19fb5ae860aa2d,2025-10-25T18:50:18.624901
p_d56a7f1b24d60f1b507b89a4100fbf98,merchant,2024-03-04,-4.8,completed,balance,Walmart,Walmart,misc_pos,account_123,,purchase,d56a7f1b24d60f1b507b89a4100fbf98,2025-10-25T18:50:18.624901
p_acbabd4f861d37780c3743fe9ef490bd,merchant,2024-03-04,-3.84,completed,balance,Home Depot,Home Depot,home,account_123,,purchase,acbabd4f861d37780c3743fe9ef490bd,2025-10-25T18:50:18.624901
p_67f9489dbe3b30f555f5a257d4aaaccc,merchant,2024-03-04,-63.3,completed,balance,Spotify,Spotify,entertainment,account_123,,purchase,67f9489dbe3b30f555f5a257d4aaaccc,2025-10-25T18:50:18.624901
p_5898dfa5bd09b7894f0614ed8bcc7477,merchant,2024-03-05,-1.57,completed,balance,Amazon,Amazon,travel,account_123,,purchase,5898dfa5bd09b7894f0614ed8bcc7477,2025-10-25T18:50:18.624901
p_dd5de48bfb36eabe4ba3e690048d2e4f,merchant,2024-03-05,-197.84,completed,balance,LEGO Store,LEGO Store,kids_pets,account_123,,purchase,dd5de48bfb36eabe4ba3e690048d2e4f,2025-10-25T18:50:18.624901
p_db9b1a6ff143b644e934b8f57fa1a99e,merchant,2024-03-05,-2.45,completed,balance,Petco,Petco,kids_pets,account_123,,purchase,db9b1a6ff143b644e934b8f57fa1a99e,2025-10-25T18:50:18.624901
p_1227eaf74c0254a59933f815b1f84865,merchant,2024-03-05,-9.86,completed,balance,Nike.com,Nike.com,shopping_net,account_123,,purchase,1227eaf74c0254a59933f815b1f84865,2025-10-25T18:50:18.624901
p_f0bb7b140920e7c370a738412a64d12c,merchant,2024-03-06,-4.41,completed,balance,Target,Target,travel,account_123,,purchase,f0bb7b140920e7c370a738412a64d12c,2025-10-25T18:50:18.624901
p_2cdc6d9be5775efa64e9d19da273e5ff,merchant,2024-03-06,-33.0,completed,balance,Zara,Zara,shopping_pos,account_123,,purchase,2cdc6d9be5775efa64e9d19da273e5ff,2025-10-25T18:50:18.624901
p_8b1129d81fff6650c1414551ce5f2e52,merchant,2024-03-06,-12.14,completed,balance,7-Eleven,7-Eleven,misc_pos,account_123,,purchase,8b1129d81fff6650c1414551ce5f2e52,2025-10-25T18:50:18.624901
p_cb670776512e9a56ff6e1ec241c7a1d5,merchant,2024-03-06,-64.73,completed,balance,PetSmart,PetSmart,kids_pets,account_123,,purchase,cb670776512e9a56ff6e1ec241c7a1d5,2025-10-25T18:50:18.624901
p_4bf574c5ff2cabd6038c9ce12e4423da,merchant,2024-03-06,-2.45,completed,balance,Subway,Subway,food_dining,account_123,,purchase,4bf574c5ff2cabd6038c9ce12e4423da,2025-10-25T18:50:18.624901
p_25d3874badfd9c313833dcdaef909692,merchant,2024-03-06,-103.07,completed,balance,Home Depot,Home Depot,home,account_123,,purchase,25d3874badfd9c313833dcdaef909692,2025-10-25T18:50:18.624901
p_bdb421477803925622cb5b7b7da7c10f,merchant,2024-03-06,-6.89,completed,balance,IKEA,IKEA,shopping_pos,account_123,,purchase,bdb421477803925622cb5b7b7da7c10f,2025-10-25T18:50:18.624901
p_40a218571d993990c022af73e6e8c199,merchant,2024-03-06,-28.01,completed,balance,IKEA,IKEA,home,account_123,,purchase,40a218571d993990c022af73e6e8c199,2025-10-25T18:50:18.624901
p_6fe7e237078a2cc701d1b82ad1544a7b,merchant,2024-03-06,-12.72,completed,balance,Ulta Beauty,Ulta Beauty,personal_care,account_123,,purchase,6fe7e237078a2cc701d1b82ad1544a7b,2025-10-25T18:50:18.624901
p_6e3fac1dd3aade04c8daa7387443cd02,merchant,2024-03-06,-16.9,completed,balance,Etsy,Etsy,misc_net,account_123,,purchase,6e3fac1dd3aade04c8daa7387443cd02,2025-10-25T18:50:18.624901
p_82fcbaba424306d23feaf226478832f0,merchant,2024-03-06,-13.0,completed,balance,IKEA,IKEA,home,account_123,,purchase,82fcbaba424306d23feaf226478832f0,2025-10-25T18:50:18.624901
p_dd93a1682048be71d22f0776c5087ae4,merchant,2024-03-07,-54.86,completed,balance,Chevron,Chevron,gas_transport,account_123,,purchase,dd93a1682048be71d22f0776c5087ae4,2025-10-25T18:50:18.624901
p_50b7df35ace6382c51c6d5673171bf88,merchant,2024-03-07,-171.49,completed,balance,eBay,eBay,misc_net,account_123,,purchase,50b7df35ace6382c51c6d5673171bf88,2025-10-25T18:50:18.624901
p_54db9982877084183e2d685a69ec55ac,merchant,2024-03-07,-77.33,completed,balance,Sam's Club,Sam's Club,grocery_pos,account_123,,purchase,54db9982877084183e2d685a69ec55ac,2025-10-25T18:50:18.624901
p_e0e02579df1bd40eebb22d7df9ac7975,merchant,2024-03-07,-42.73,completed,balance,Netflix,Netflix,entertainment,account_123,,purchase,e0e02579df1bd40eebb22d7df9ac7975,2025-10-25T18:50:18.624901
p_a62187a2d048130f2a144456cd412ffe,merchant,2024-03-07,-6.51,completed,balance,Planet Fitness,Planet Fitness,health_fitness,account_123,,purchase,a62187a2d048130f2a144456cd412ffe,2025-10-25T18:50:18.624901
p_f6eccc41c9f13cbd93bdf0a0aa545375,merchant,2024-03-07,-7.66,completed,balance,Walgreens,Walgreens,personal_care,account_123,,purchase,f6eccc41c9f13cbd93bdf0a0aa545375,2025-10-25T18:50:18.624901
p_f596219a9e18278d9e4e5b11bb574650,merchant,2024-03-07,-27.61,completed,balance,24 Hour Fitness,24 Hour Fitness,health_fitness,account_123,,purchase,f596219a9e18278d9e4e5b11bb574650,2025-10-25T18:50:18.624901
p_b26eaed44419216664cf264073933945,merchant,2024-03-07,-1.33,completed,balance,Walmart,Walmart,misc_pos,account_123,,purchase,b26eaed44419216664cf264073933945,2025-10-25T18:50:18.624901
p_d241fb8ce73fe40dd2e45be1435b1d50,merchant,2024-03-08,-71.41,completed,balance,Circle K,Circle K,gas_transport,account_123,,purchase,d241fb8ce73fe40dd2e45be1435b1d50,2025-10-25T18:50:18.624901
p_079b3f11634eb57cabdcc4faa51bd398,merchant,2024-03-08,-63.45,completed,balance,Circle K,Circle K,gas_transport,account_123,,purchase,079b3f11634eb57cabdcc4faa51bd398,2025-10-25T18:50:18.624901
p_615fee1c18020d3269f382ee3fb5508b,merchant,2024-03-08,-24.08,completed,balance,Dollar Tree,Dollar Tree,misc_pos,account_123,,purchase,615fee1c18020d3269f382ee3fb5508b,2025-10-25T18:50:18.624901
p_b17d62b0da97e6f6c683959ec290fdf4,merchant,2024-03-09,-96.85,completed,balance,Target,Target,grocery_pos,account_123,,purchase,b17d62b0da97e6f6c683959ec290fdf4,2025-10-25T18:50:18.624901
p_4ee740f3cc89486c649ce4aeac55ba22,merchant,2024-03-09,-153.83,completed,balance,Costco,Costco,grocery_pos,account_123,,purchase,4ee740f3cc89486c649ce4aeac55ba22,2025-10-25T18:50:18.624901
p_8acd04d0be05e380fd0fc074109d38c1,merchant,2024-03-09,-2.97,completed,balance,IKEA,IKEA,shopping_pos,account_123,,purchase,8acd04d0be05e380fd0fc074109d38c1,2025-10-25T18:50:18.624901
p_f6e135dd9e30130c1e8bd658704dae69,merchant,2024-03-09,-3.34,completed,balance,Walmart,Walmart,misc_pos,account_123,,purchase,f6e135dd9e30130c1e8bd658704dae69,2025-10-25T18:50:18.624901
p_b1884b12227ff620b6ba0be72e14c02a,merchant,2024-03-09,-2.06,completed,balance,Dollar Tree,Dollar Tree,misc_pos,account_123,,purchase,b1884b12227ff620b6ba0be72e14c02a,2025-10-25T18:50:18.624901
p_ea3f3008917b5af6895ed81f66f0d1eb,merchant,2024-03-09,-5.15,completed,balance,Best Buy,Best Buy,shopping_pos,account_123,,purchase,ea3f3008917b5af6895ed81f66f0d1eb,2025-10-25T18:50:18.624901
p_d30f5aa4ec08095abc0e2523db99572f,merchant,2024-03-09,-31.11,completed,balance,Ulta Beauty,Ulta Beauty,personal_care,account_123,,purchase,d30f5aa4ec08095abc0e2523db99572f,2025-10-25T18:50:18.624901
p_4b0da2b66cbd74db2b3ae2dad3c50740,merchant,2024-03-09,-69.22,completed,balance,Walmart,Walmart,misc_pos,account_123,,purchase,4b0da2b66cbd74db2b3ae2dad3c50740,2025-10-25T18:50:18.624901
p_2aba6eb4b69895a330a0e3a294591055,merchant,2024-03-09,-41.67,completed,balance,Lowe’s,Lowe’s,home,account_123,,purchase,2aba6eb4b69895a330a0e3a294591055,2025-10-25T18:50:18.624901
p_2da8ae9ad7e3edb7a07ade15bb39913a,merchant,2024-03-10,-144.43,completed,balance,HEB,HEB,grocery_pos,account_123,,purchase,2da8ae9ad7e3edb7a07ade15bb39913a,2025-10-25T18:50:18.624901
p_a8b7354215a4534466c0787735401810,merchant,2024-03-10,-73.37,completed,balance,Shell,Shell,gas_transport,account_123,,purchase,a8b7354215a4534466c0787735401810,2025-10-25T18:50:18.624901
p_11ed427516c362019af56017f9119ea0,merchant,2024-03-10,-102.22,completed,balance,Walmart,Walmart,grocery_pos,account_123,,purchase,11ed427516c362019af56017f9119ea0,2025-10-25T18:50:18.624901
p_d92291fab67b2ed9da28bf196d760da7,merchant,2024-03-10,-1.78,completed,balance,Walmart,Walmart,misc_pos,account_123,,purchase,d92291fab67b2ed9da28bf196d760da7,2025-10-25T18:50:18.624901
p_dfeda28946f3cb64e2ae32178591eb47,merchant,2024-03-10,-19.84,completed,balance,Walgreens,Walgreens,personal_care,account_123,,purchase,dfeda28946f3cb64e2ae32178591eb47,2025-10-25T18:50:18.624901
p_5d996d0489507ed5949a4bca806e200c,merchant,2024-03-10,-50.2,completed,balance,KFC,KFC,food_dining,account_123,,purchase,5d996d0489507ed5949a4bca806e200c,2025-10-25T18:50:18.624901
p_469998c4841fb7b36ff5c4ed343b879d,merchant,2024-03-10,-9.79,completed,balance,Planet Fitness,Planet Fitness,health_fitness,account_123,,purchase,469998c4841fb7b36ff5c4ed343b879d,2025-10-25T18:50:18.624901
p_a60683cc401b88e1da5011fdbbbb7314,merchant,2024-03-10,-25.01,completed,balance,PetSmart,PetSmart,kids_pets,account_123,,purchase,a60683cc401b88e1da5011fdbbbb7314,2025-10-25T18:50:18.624901
p_7b1e4fdd89cc6a4e4dca6f351d00d6da,merchant,2024-03-10,-82.98,completed,balance,Wayfair,Wayfair,home,account_123,,purchase,7b1e4fdd89cc6a4e4dca6f351d00d6da,2025-10-25T18:50:18.624901
p_583a3e1adcba02ced81f1ee4fbdac412,merchant,2024-03-11,-187.26,completed,balance,Etsy,Etsy,misc_net,account_123,,purchase,583a3e1adcba02ced81f1ee4fbdac412,2025-10-25T18:50:18.624901
p_d050275a82b0ca7d16d932cad9bb6e5b,merchant,2024-03-11,-3.57,completed,balance,Planet Fitness,Planet Fitness,health_fitness,account_123,,purchase,d050275a82b0ca7d16d932cad9bb6e5b,2025-10-25T18:50:18.624901
p_5c4402d5d2b2a196ce22fbb584c12425,merchant,2024-03-11,-2.77,completed,balance,Amazon,Amazon,shopping_net,account_123,,purchase,5c4402d5d2b2a196ce22fbb584c12425,2025-10-25T18:50:18.624901
p_183231307b6165fe091225c526af8321,merchant,2024-03-11,-164.83,completed,balance,HBO Max,HBO Max,entertainment,account_123,,purchase,183231307b6165fe091225c526af8321,2025-10-25T18:50:18.624901
p_b14ee176dd0ea293e18f358df7030772,merchant,2024-03-11,-6.47,completed,balance,Walmart,Walmart,misc_pos,account_123,,purchase,b14ee176dd0ea293e18f358df7030772,2025-10-25T18:50:18.624901
p_4997d33789e098d793670bc5ed47c828,merchant,2024-03-11,-20.1,completed,balance,KFC,KFC,food_dining,account_123,,purchase,4997d33789e098d793670bc5ed47c828,2025-10-25T18:50:18.624901
p_1ae739f425d9d3ebb81597af8a2fcf80,merchant,2024-03-12,-46.19,completed,balance,ExxonMobil,ExxonMobil,gas_transport,account_123,,purchase,1ae739f425d9d3ebb81597af8a2fcf80,2025-10-25T18:50:18.624901
p_91257647ffc687ec3baae56132e308f9,merchant,2024-03-13,-28.83,completed,balance,Etsy,Etsy,misc_net,account_123,,purchase,91257647ffc687ec3baae56132e308f9,2025-10-25T18:50:18.624901
p_8070cf14fe5758ecc55ea6c513126082,merchant,2024-03-13,-221.8,completed,balance,Amazon,Amazon,shopping_net,account_123,,purchase,8070cf14fe5758ecc55ea6c513126082,2025-10-25T18:50:18.624901
p_2859cc78c2859cb1e9ce494020a8ec78,merchant,2024-03-13,-1.09,completed,balance,McDonald's,McDonald's,food_dining,account_123,,purchase,2859cc78c2859cb1e9ce494020a8ec78,2025-10-25T18:50:18.624901
p_2dccfeb0e2a9164a035ca67c03d30176,merchant,2024-03-13,-9.93,completed,balance,Subway,Subway,food_dining,account_123,,purchase,2dccfeb0e2a9164a035ca67c03d30176,2025-10-25T18:50:18.624901
p_14f8d2fce627e9ec568fadf3b14a353f,merchant,2024-03-14,-53.1,completed,balance,Instacart,Instacart,grocery_net,account_123,,purchase,14f8d2fce627e9ec568fadf3b14a353f,2025-10-25T18:50:18.624901
p_e1875a13eb4a463c7f10e5249140979f,merchant,2024-03-14,-62.74,completed,balance,Walmart,Walmart,grocery_pos,account_123,,purchase,e1875a13eb4a463c7f10e5249140979f,2025-10-25T18:50:18.624901
p_8d1878756b3472234a3e0cdf2003fcbc,merchant,2024-03-14,-51.51,completed,balance,Circle K,Circle K,gas_transport,account_123,,purchase,8d1878756b3472234a3e0cdf2003fcbc,2025-10-25T18:50:18.624901
p_1b8522a058f450d22e583742efb0752e,merchant,2024-03-14,-22.76,completed,balance,Lowe’s,Lowe’s,home,account_123,,purchase,1b8522a058f450d22e583742efb0752e,2025-10-25T18:50:18.624901
p_8696ec031e4ffe51d6b4edba8744d861,merchant,2024-03-14,-113.78,completed,balance,CVS,CVS,personal_care,account_123,,purchase,8696ec031e4ffe51d6b4edba8744d861,2025-10-25T18:50:18.624901
p_c282b96c96bd3692bfbe76f8940074c8,merchant,2024-03-14,-52.05,completed,balance,Home Depot,Home Depot,home,account_123,,purchase,c282b96c96bd3692bfbe76f8940074c8,2025-10-25T18:50:18.624901
p_68b14438e31b2a8c780d5518e65890a7,merchant,2024-03-14,-27.47,completed,balance,Planet Fitness,Planet Fitness,health_fitness,account_123,,purchase,68b14438e31b2a8c780d5518e65890a7,2025-10-25T18:50:18.624901
p_77e633021aff563efdb99e277fb41c2e,merchant,2024-03-14,-2.15,completed,balance,Dollar Tree,Dollar Tree,misc_pos,account_123,,purchase,77e633021aff563efdb99e277fb41c2e,2025-10-25T18:50:18.624901
p_5db3a3c6f79caa4426d88ce95e48324e,merchant,2024-03-14,-1.19,completed,balance,Dollar Tree,Dollar Tree,misc_pos,account_123,,purchase,5db3a3c6f79caa4426d88ce95e48324e,2025-10-25T18:50:18.624901
p_0ab4d27bc27295d2e99bccf13d22796b,merchant,2024-03-15,-91.84,completed,balance,Dollar Tree,Dollar Tree,misc_pos,account_123,,purchase,0ab4d27bc27295d2e99bccf13d22796b,2025-10-25T18:50:18.624901
p_f593ac0e3d6b2797c4628386fef2b303,merchant,2024-03-15,-21.44,completed,balance,PetSmart,PetSmart,kids_pets,account_123,,purchase,f593ac0e3d6b2797c4628386fef2b303,2025-10-25T18:50:18.624901
p_98c304942ad3b3a8d32f7b6c17646a2f,merchant,2024-03-16,-63.84,completed,balance,Amazon Fresh,Amazon Fresh,grocery_net,account_123,,purchase,98c304942ad3b3a8d32f7b6c17646a2f,2025-10-25T18:50:18.624901
p_7f2bb722b8ecc4b09e040a6de7a32586,merchant,2024-03-16,-70.31,completed,balance,Shell,Shell,gas_transport,account_123,,purchase,7f2bb722b8ecc4b09e040a6de7a32586,2025-10-25T18:50:18.624901
p_6466ffc6c848a0f246f5e3333e437843,merchant,2024-03-16,-15.44,completed,balance,Disney+,Disney+,entertainment,account_123,,purchase,6466ffc6c848a0f246f5e3333e437843,2025-10-25T18:50:18.624901
p_5f89492acfe425278a450164f7b08dc8,merchant,2024-03-16,-167.78,completed,balance,Build-A-Bear,Build-A-Bear,kids_pets,account_123,,purchase,5f89492acfe425278a450164f7b08dc8,2025-10-25T18:50:18.624901
p_879688e8cb1f3be3274645d687602bd9,merchant,2024-03-16,-1.57,completed,balance,Nike.com,Nike.com,shopping_net,account_123,,purchase,879688e8cb1f3be3274645d687602bd9,2025-10-25T18:50:18.624901
p_2cd0ff8ef44e163b4ba104b0104e4599,merchant,2024-03-16,-9.28,completed,balance,Temu,Temu,shopping_net,account_123,,purchase,2cd0ff8ef44e163b4ba104b0104e4599,2025-10-25T18:50:18.624901
p_f253693674018cb3626e23a27b2c952c,merchant,2024-03-16,-8.9,completed,balance,Nike.com,Nike.com,shopping_net,account_123,,purchase,f253693674018cb3626e23a27b2c952c,2025-10-25T18:50:18.624901
p_4136569b8d005492d2d4a84dab3395ee,merchant,2024-03-16,-2.44,completed,balance,Zara,Zara,shopping_pos,account_123,,purchase,4136569b8d005492d2d4a84dab3395ee,2025-10-25T18:50:18.624901
p_636b001d40a926e144f3572a96063376,merchant,2024-03-16,-117.58,completed,balance,Starbucks,Starbucks,travel,account_123,,purchase,636b001d40a926e144f3572a96063376,2025-10-25T18:50:18.624901
p_30b6a22e8695cc54c588b47f67037967,merchant,2024-03-16,-87.79,completed,balance,Subway,Subway,food_dining,account_123,,purchase,30b6a22e8695cc54c588b47f67037967,2025-10-25T18:50:18.624901
p_3a8b96e0d90927effb7b2015909e8ab8,merchant,2024-03-16,-26.9,completed,balance,Spotify,Spotify,entertainment,account_123,,purchase,3a8b96e0d90927effb7b2015909e8ab8,2025-10-25T18:50:18.624901
p_0775dac20861b525853f302c741e167a,merchant,2024-03-17,-63.9,completed,balance,Chevron,Chevron,gas_transport,account_123,,purchase,0775dac20861b525853f302c741e167a,2025-10-25T18:50:18.624901
p_6cfdf1be0fb052c3a12a2614d02a1afd,merchant,2024-03-17,-47.27,completed,balance,Shell,Shell,gas_transport,account_123,,purchase,6cfdf1be0fb052c3a12a2614d02a1afd,2025-10-25T18:50:18.624901
p_390bf40ad7c19e3af1115cadd5a309a3,merchant,2024-03-17,-7.65,completed,balance,Wayfair,Wayfair,home,account_123,,purchase,390bf40ad7c19e3af1115cadd5a309a3,2025-10-25T18:50:18.624901
p_95f95d10728c6f311983f34d7213af48,merchant,2024-03-17,-488.71,completed,balance,Best Buy,Best Buy,shopping_pos,account_123,,purchase,95f95d10728c6f311983f34d7213af48,2025-10-25T18:50:18.624901
p_a7e020f4dc3896b69c61d451d76505ea,merchant,2024-03-17,-7.87,completed,balance,Target,Target,travel,account_123,,purchase,a7e020f4dc3896b69c61d451d76505ea,2025-10-25T18:50:18.624901
p_29ad8e8f3d267c1321648f290612ef07,merchant,2024-03-18,-100.84,completed,balance,HEB,HEB,grocery_pos,account_123,,purchase,29ad8e8f3d267c1321648f290612ef07,2025-10-25T18:50:18.624901
p_36c02cc1ff64225b0991a987c2e01778,merchant,2024-03-18,-101.28,completed,balance,Costco,Costco,grocery_pos,account_123,,purchase,36c02cc1ff64225b0991a987c2e01778,2025-10-25T18:50:18.624901
p_98bf0fc06b297f51686a433f7186c8f7,merchant,2024-03-18,-8.9,completed,balance,Lowe’s,Lowe’s,home,account_123,,purchase,98bf0fc06b297f51686a433f7186c8f7,2025-10-25T18:50:18.624901
p_35bbe84f7fc1e4131c9c249859eff189,merchant,2024-03-18,-5.02,completed,balance,Shein,Shein,shopping_net,account_123,,purchase,35bbe84f7fc1e4131c9c249859eff189,2025-10-25T18:50:18.624901
p_2e85f419e4310e9311db18c28df54b42,merchant,2024-03-18,-36.05,completed,balance,CVS,CVS,personal_care,account_123,,purchase,2e85f419e4310e9311db18c28df54b42,2025-10-25T18:50:18.624901
p_05a39cdd91941b6e3794116a5d728c1d,merchant,2024-03-19,-27.49,completed,balance,Sephora,Sephora,personal_care,account_123,,purchase,05a39cdd91941b6e3794116a5d728c1d,2025-10-25T18:50:18.624901
p_ad569c14e04f16d6e32eeb9b8a456b47,merchant,2024-03-19,-34.26,completed,balance,Home Depot,Home Depot,home,account_123,,purchase,ad569c14e04f16d6e32eeb9b8a456b47,2025-10-25T18:50:18.624901
p_fed8a722862deffec57224a2381438b0,merchant,2024-03-20,-28.18,completed,balance,Build-A-Bear,Build-A-Bear,kids_pets,account_123,,purchase,fed8a722862deffec57224a2381438b0,2025-10-25T18:50:18.624901
p_0fa27b02c157a9c4effa5f2a94eae0c4,merchant,2024-03-20,-6.46,completed,balance,Ebay,Ebay,shopping_net,account_123,,purchase,0fa27b02c157a9c4effa5f2a94eae0c4,2025-10-25T18:50:18.624901
p_bc475de505d847ad6a352b26c990f758,merchant,2024-03-20,-5.28,completed,balance,Zara,Zara,shopping_pos,account_123,,purchase,bc475de505d847ad6a352b26c990f758,2025-10-25T18:50:18.624901
p_1ff7540f220c4ac9b037bb4002c62030,merchant,2024-03-20,-14.0,completed,balance,Sephora,Sephora,personal_care,account_123,,purchase,1ff7540f220c4ac9b037bb4002c62030,2025-10-25T18:50:18.624901
p_2d43c4afab14ad3a0ad55d11a24a1031,merchant,2024-03-21,-53.32,completed,balance,Shell,Shell,gas_transport,account_123,,purchase,2d43c4afab14ad3a0ad55d11a24a1031,2025-10-25T18:50:18.624901
p_bc7b15b6c5163323708aa43234064a2d,merchant,2024-03-21,-6.16,completed,balance,LEGO Store,LEGO Store,kids_pets,account_123,,purchase,bc7b15b6c5163323708aa43234064a2d,2025-10-25T18:50:18.624901
p_5f11cb3e1a42b6836654a4ec8de57d9e,merchant,2024-03-21,-76.14,completed,balance,Wayfair,Wayfair,home,account_123,,purchase,5f11cb3e1a42b6836654a4ec8de57d9e,2025-10-25T18:50:18.624901
p_2b75c04775f42ecbd6d33b9e97a53a43,merchant,2024-03-22,-7.29,completed,balance,Amazon,Amazon,misc_net,account_123,,purchase,2b75c04775f42ecbd6d33b9e97a53a43,2025-10-25T18:50:18.624901
p_631d17e454f01afd2178c028e8a2ab47,merchant,2024-03-22,-127.83,completed,balance,HEB,HEB,grocery_pos,account_123,,purchase,631d17e454f01afd2178c028e8a2ab47,2025-10-25T18:50:18.624901
p_5c37c366989adccf2bf8875515a71855,merchant,2024-03-22,-34.39,completed,balance,Disney+,Disney+,entertainment,account_123,,purchase,5c37c366989adccf2bf8875515a71855,2025-10-25T18:50:18.624901
p_b73cb7b71f87b5cb1fe678e404b969bf,merchant,2024-03-22,-274.88,completed,balance,Walmart,Walmart,misc_pos,account_123,,purchase,b73cb7b71f87b5cb1fe678e404b969bf,2025-10-25T18:50:18.624901
p_88707eefe1cd8c324812a9f70765e6a2,merchant,2024-03-22,-440.39,completed,balance,Temu,Temu,shopping_net,account_123,,purchase,88707eefe1cd8c324812a9f70765e6a2,2025-10-25T18:50:18.624901
p_fe40dc3f1ad960958a10acf77eab28ae,merchant,2024-03-23,-98.69,completed,balance,ExxonMobil,ExxonMobil,gas_transport,account_123,,purchase,fe40dc3f1ad960958a10acf77eab28ae,2025-10-25T18:50:18.624901
p_3d3e3547480c0de36dec900f1220b26b,merchant,2024-03-23,-60.74,completed,balance,Petco,Petco,kids_pets,account_123,,purchase,3d3e3547480c0de36dec900f1220b26b,2025-10-25T18:50:18.624901
p_0fc2c17e768725c4c90a2f6fb651d9b9,merchant,2024-03-23,-52.69,completed,balance,Peloton,Peloton,health_fitness,account_123,,purchase,0fc2c17e768725c4c90a2f6fb651d9b9,2025-10-25T18:50:18.624901
p_5f4c42225e0b2376258f9ca48349fa20,merchant,2024-03-23,-9.84,completed,balance,7-Eleven,7-Eleven,misc_pos,account_123,,purchase,5f4c42225e0b2376258f9ca48349fa20,2025-10-25T18:50:18.624901
p_d38420e6256629000c8b8fb1b0deb2f7,merchant,2024-03-23,-4.3,completed,balance,Zara,Zara,shopping_pos,account_123,,purchase,d38420e6256629000c8b8fb1b0deb2f7,2025-10-25T18:50:18.624901
p_5831cb87c827707b2218765b4f8d2b5c,merchant,2024-03-23,-25.99,completed,balance,Lowe’s,Lowe’s,home,account_123,,purchase,5831cb87c827707b2218765b4f8d2b5c,2025-10-25T18:50:18.624901
p_ceaabec1242459276f8772be7a96fa8f,merchant,2024-03-23,-21.81,completed,balance,Home Depot,Home Depot,home,account_123,,purchase,ceaabec1242459276f8772be7a96fa8f,2025-10-25T18:50:18.624901
p_abc3765dc8690676793bffae721c3318,merchant,2024-03-24,-48.06,completed,balance,Shell,Shell,gas_transport,account_123,,purchase,abc3765dc8690676793bffae721c3318,2025-10-25T18:50:18.624901
p_92c8a56f1616fc12746f8dc99b861677,merchant,2024-03-24,-57.42,completed,balance,Shell,Shell,gas_transport,account_123,,purchase,92c8a56f1616fc12746f8dc99b861677,2025-10-25T18:50:18.624901
